Date,Open,High,Low,Close,Adj Close,Volume,Return
11/10/2017,6736.390137,6757.339844,6727.350098,6750.939941,6750.939941,1973970000,0.000131871
11/13/2017,6727.390137,6766.299805,6723.430176,6757.600098,6757.600098,1973790000,0.000986553
11/14/2017,6733.870117,6743.629883,6709.27002,6737.870117,6737.870117,1983830000,-0.002919673
11/15/2017,6700.680176,6725.319824,6667.310059,6706.209961,6706.209961,1908660000,-0.004698837
11/16/2017,6742.339844,6806.669922,6742.339844,6793.290039,6793.290039,2002920000,0.012984991
11/17/2017,6794.450195,6797.75,6777.430176,6782.790039,6782.790039,1988090000,-0.001545643
11/20/2017,6789.279785,6795.830078,6779.490234,6790.709961,6790.709961,1800880000,0.00116765
11/21/2017,6820.549805,6862.660156,6820.02002,6862.47998,6862.47998,1883550000,0.010568854
11/22/2017,6869.529785,6874.52002,6859.279785,6867.359863,6867.359863,1588200000,0.000711096
11/24/2017,6878.109863,6890.02002,6873.740234,6889.160156,6889.160156,848520000,0.003174479
11/27/2017,6889.910156,6897.430176,6867.890137,6878.52002,6878.52002,1773400000,-0.001544475
11/28/2017,6893.720215,6914.189941,6866.209961,6912.359863,6912.359863,2000410000,0.00491964
11/29/2017,6907.279785,6908.330078,6793.950195,6824.390137,6824.390137,2452860000,-0.012726439
11/30/2017,6852.799805,6888.649902,6838.47998,6873.970215,6873.970215,2458580000,0.007265129
12/1/2017,6844.040039,6872.169922,6737.160156,6847.589844,6847.589844,2293570000,-0.00383772
12/4/2017,6897.129883,6899.22998,6770.689941,6775.370117,6775.370117,2426570000,-0.010546737
12/5/2017,6759.140137,6836.450195,6752.319824,6762.209961,6762.209961,2083540000,-0.001942352
12/6/2017,6742.069824,6787.419922,6734.129883,6776.379883,6776.379883,1891850000,0.002095457
12/7/2017,6785.740234,6829.290039,6778.200195,6812.839844,6812.839844,1934120000,0.005380448
12/8/2017,6859.950195,6870.47998,6831.609863,6840.080078,6840.080078,1806040000,0.003998367
12/11/2017,6847.640137,6879.799805,6844.879883,6875.080078,6875.080078,1818970000,0.005116899
12/12/2017,6872.709961,6884.799805,6856.299805,6862.319824,6862.319824,1861560000,-0.001856015
12/13/2017,6880.410156,6897.620117,6871.870117,6875.799805,6875.799805,1919560000,0.001964348
12/14/2017,6887.379883,6901.129883,6851.629883,6856.529785,6856.529785,1985200000,-0.002802586
12/15/2017,6871.549805,6945.819824,6871.450195,6936.580078,6936.580078,3510420000,0.011675045
12/18/2017,6980.399902,7003.890137,6975.540039,6994.759766,6994.759766,2144360000,0.008387374
12/19/2017,6991.25,6995.879883,6951.490234,6963.850098,6963.850098,2071060000,-0.004418975
12/20/2017,6991.25,6991.25,6935.419922,6960.959961,6960.959961,1874550000,-0.00041502
12/21/2017,6972.879883,6992.629883,6961.209961,6965.359863,6965.359863,1815620000,0.000632083
12/22/2017,6958.02002,6962.259766,6944.450195,6959.959961,6959.959961,1539250000,-0.000775251
12/26/2017,6928.919922,6942.140137,6915.560059,6936.25,6936.25,1304340000,-0.003406623
12/27/2017,6941.450195,6955.379883,6931.339844,6939.339844,6939.339844,1409540000,0.000445463
12/28/2017,6953.379883,6954.799805,6936.75,6950.160156,6950.160156,1311320000,0.001559271
12/29/2017,6952.609863,6954.97998,6903.390137,6903.390137,6903.390137,1571730000,-0.006729344
1/2/2018,6937.649902,7006.910156,6924.080078,7006.899902,7006.899902,1914930000,0.014994048
1/3/2018,7017.069824,7069.149902,7016.700195,7065.529785,7065.529785,2166780000,0.00836745
1/4/2018,7089.5,7098.049805,7072.379883,7077.910156,7077.910156,2098890000,0.001752221
1/5/2018,7105.740234,7137.040039,7097.080078,7136.560059,7136.560059,2020900000,0.008286331
1/8/2018,7135.379883,7161.350098,7124.089844,7157.390137,7157.390137,2051430000,0.002918784
1/9/2018,7174.189941,7181.140137,7148.299805,7163.580078,7163.580078,0,0.000864832
1/10/2018,7129.830078,7154.240234,7111.52002,7153.569824,7153.569824,2122740000,-0.001397381
1/11/2018,7168.72998,7211.779785,7163.22998,7211.779785,7211.779785,2009740000,0.008137191
1/12/2018,7208.169922,7265.259766,7205.180176,7261.060059,7261.060059,1976200000,0.006833303
1/16/2018,7307.189941,7330.330078,7205.930176,7223.689941,7223.689941,2377140000,-0.005146648
1/17/2018,7257.77002,7309.359863,7229.319824,7298.279785,7298.279785,2238070000,0.010325726
1/18/2018,7293.649902,7313.890137,7276.109863,7296.049805,7296.049805,2026220000,-0.000305549
1/19/2018,7312,7336.379883,7297.279785,7336.379883,7336.379883,1997270000,0.005527659
1/22/2018,7338.040039,7408.029785,7332.810059,7408.029785,7408.029785,2106070000,0.009766384
1/23/2018,7424.950195,7465.390137,7423.180176,7460.290039,7460.290039,2119840000,0.007054542
1/24/2018,7474.160156,7486.319824,7376.75,7415.060059,7415.060059,2277010000,-0.006062764
1/25/2018,7457.950195,7458.529785,7388.580078,7411.160156,7411.160156,2061450000,-0.000525944
1/26/2018,7448.330078,7505.77002,7431.220215,7505.77002,7505.77002,2059010000,0.012765864
1/29/2018,7484.470215,7500.609863,7455.549805,7466.509766,7466.509766,2103380000,-0.005230676
1/30/2018,7388.890137,7433.649902,7373.990234,7402.47998,7402.47998,2163980000,-0.008575598
1/31/2018,7443.25,7453.990234,7381.120117,7411.47998,7411.47998,2407540000,0.001215809
2/1/2018,7377.169922,7441.089844,7362.279785,7385.859863,7385.859863,2291680000,-0.003456815
2/2/2018,7347.589844,7364.430176,7238.180176,7240.950195,7240.950195,2587770000,-0.019619878
2/5/2018,7165.959961,7277.359863,6967.529785,6967.529785,6967.529785,3106870000,-0.037760294
2/6/2018,6837.560059,7126.549805,6824.819824,7115.879883,7115.879883,3131030000,0.021291635
2/7/2018,7086.200195,7170.339844,7051.529785,7051.97998,7051.97998,2366970000,-0.008979902
2/8/2018,7067.299805,7073.990234,6776.77002,6777.160156,6777.160156,2707700000,-0.03897059
2/9/2018,6863.339844,6917.009766,6630.669922,6874.490234,6874.490234,3155990000,0.014361484
2/12/2018,6936.680176,7023.620117,6879.689941,6981.959961,6981.959961,2240420000,0.015633119
2/13/2018,6942.160156,7025.680176,6938.160156,7013.509766,7013.509766,1816670000,0.004518761
2/14/2018,6979.240234,7152.049805,6977.069824,7143.620117,7143.620117,2211460000,0.018551389
2/15/2018,7200.75,7256.930176,7130.390137,7256.430176,7256.430176,2110700000,0.015791721
2/16/2018,7236.509766,7303.259766,7226.379883,7239.470215,7239.470215,2019830000,-0.002337232
2/20/2018,7209.029785,7295.950195,7206,7234.310059,7234.310059,1911170000,-0.000712781
2/21/2018,7258.47998,7338.640137,7218.109863,7218.22998,7218.22998,1946010000,-0.002222752
2/22/2018,7252.459961,7280.930176,7194.839844,7210.089844,7210.089844,1911900000,-0.001127719
2/23/2018,7261.350098,7337.830078,7232.5,7337.390137,7337.390137,1879460000,0.017655854
2/26/2018,7373.299805,7421.850098,7360.25,7421.459961,7421.459961,1866610000,0.011457728
2/27/2018,7416.169922,7438.089844,7330.350098,7330.350098,7330.350098,2155850000,-0.012276542
2/28/2018,7371.410156,7386.799805,7273.009766,7273.009766,7273.009766,2373880000,-0.007822318
3/1/2018,7274.75,7307.850098,7117.660156,7180.560059,7180.560059,2489040000,-0.012711341
3/2/2018,7099.540039,7267.189941,7084.830078,7257.870117,7257.870117,2287320000,0.010766578
3/5/2018,7222.890137,7350.069824,7205.310059,7330.709961,7330.709961,49345880000,0.010035981
3/6/2018,7366.609863,7378.029785,7319.680176,7372.009766,7372.009766,2112570000,0.005633807
3/7/2018,7311.740234,7403.790039,7311.740234,7396.649902,7396.649902,2192230000,0.003342391
3/8/2018,7422.77002,7435.009766,7391.5,7427.950195,7427.950195,2272110000,0.004231685
3/9/2018,7475.97998,7560.810059,7469.029785,7560.810059,7560.810059,2302930000,0.017886477
3/12/2018,7581.040039,7609.100098,7563.439941,7588.319824,7588.319824,2294440000,0.003638468
3/13/2018,7627.52002,7637.27002,7492.97998,7511.009766,7511.009766,2448830000,-0.010188034
3/14/2018,7539.779785,7544.890137,7473.899902,7496.810059,7496.810059,2104450000,-0.001890519
3/15/2018,7509.240234,7525.439941,7463.189941,7481.740234,7481.740234,1991570000,-0.002010165
3/16/2018,7504.370117,7514.209961,7473.680176,7481.990234,7481.990234,3046990000,3.34147E-05
3/19/2018,7419.200195,7421.22998,7285.27002,7344.240234,7344.240234,2324430000,-0.018410877
3/20/2018,7353.25,7380.740234,7331.240234,7364.299805,7364.299805,1967690000,0.002731334
3/21/2018,7347.5,7415.660156,7325.350098,7345.290039,7345.290039,1988390000,-0.002581341
3/22/2018,7257.549805,7303.189941,7164.379883,7166.680176,7166.680176,2347160000,-0.024316244
3/23/2018,7170.680176,7194.310059,6992.669922,6992.669922,6992.669922,2390410000,-0.024280455
3/26/2018,7125.200195,7225.830078,7022.339844,7220.540039,7220.540039,2326060000,0.032586997
3/27/2018,7255.470215,7255.540039,6963.680176,7008.810059,7008.810059,2325990000,-0.029323289
3/28/2018,6978.299805,7036.089844,6901.069824,6949.22998,6949.22998,2518670000,-0.008500741
3/29/2018,6984.660156,7120.459961,6935.779785,7063.450195,7063.450195,2554500000,0.016436384
